Gene	REVEL.max	MetaSVM_rankscore.max	MetaLR_rankscore.max	MCAP.max	wgEncodeBroadHmmHuvecHMM.count	betamax	logpval_gwascatalog	Adipose - Subcutaneous_GTExTPM	Adipose - Visceral (Omentum)_GTExTPM	Adrenal Gland_GTExTPM	Artery - Aorta_GTExTPM	Artery - Coronary_GTExTPM	Artery - Tibial_GTExTPM	Bladder_GTExTPM	Brain - Amygdala_GTExTPM	Brain - Anterior cingulate cortex (BA24)_GTExTPM	Brain - Caudate (basal ganglia)_GTExTPM	Brain - Cerebellar Hemisphere_GTExTPM	Brain - Cerebellum_GTExTPM	Brain - Cortex_GTExTPM	Brain - Frontal Cortex (BA9)_GTExTPM	Brain - Hippocampus_GTExTPM	Brain - Hypothalamus_GTExTPM	Brain - Nucleus accumbens (basal ganglia)_GTExTPM	Brain - Putamen (basal ganglia)_GTExTPM	Brain - Spinal cord (cervical c-1)_GTExTPM	Brain - Substantia nigra_GTExTPM	Breast - Mammary Tissue_GTExTPM	Cells - Cultured fibroblasts_GTExTPM	Cells - EBV-transformed lymphocytes_GTExTPM	Cervix - Ectocervix_GTExTPM	Cervix - Endocervix_GTExTPM	Colon - Sigmoid_GTExTPM	Colon - Transverse_GTExTPM	Esophagus - Gastroesophageal Junction_GTExTPM	Esophagus - Mucosa_GTExTPM	Esophagus - Muscularis_GTExTPM	Fallopian Tube_GTExTPM	Heart - Atrial Appendage_GTExTPM	Heart - Left Ventricle_GTExTPM	Kidney - Cortex_GTExTPM	Kidney - Medulla_GTExTPM	Liver_GTExTPM	Lung_GTExTPM	Minor Salivary Gland_GTExTPM	Muscle - Skeletal_GTExTPM	Nerve - Tibial_GTExTPM	Ovary_GTExTPM	Pancreas_GTExTPM	Pituitary_GTExTPM	Prostate_GTExTPM	Skin - Not Sun Exposed (Suprapubic)_GTExTPM	Skin - Sun Exposed (Lower leg)_GTExTPM	Small Intestine - Terminal Ileum_GTExTPM	Spleen_GTExTPM	Stomach_GTExTPM	Testis_GTExTPM	Thyroid_GTExTPM	Uterus_GTExTPM	Vagina_GTExTPM	Whole Blood_GTExTPM	DeepSEA_Functional_Significance	ExomiserScore	humanscore_Exomiser	mousescore_Exomiser	fishscore_Exomiser	ppiscore_Exomiser	BPmed	SideeffectFreq	Sideeffectseverity	Others	Mechanism	RVIS_Score	Rank	humancellsensitivity	humancellspecificity	mousecellsensitivity	mousecellspecificity	ui_panglaoDB	CpGcount	DNaseCluster_count	EnhancerCount	SDI	H3k4me1_count	SignalValue_H3k4me1_median	H3k4me3_count	SignalValue_H3k4me3_median	H3k27Ac_count	SignalValue_H3k27Ac_median	pLI_ExAC	CNVs_ExAC	Gene_length	MGI_Gene	Ratmodel_Gene	GDI_Score	GTEx_signif_sexbias	HIPred	IPA_BP	IPA_Activity	O_GlcNAc_Score	EMS_Max	PharmGKB_Score	ExAc_constraint_obs_exp	PolyPhen	DANN_score	CADD_RAW	Eigen-raw_coding_rankscore	GenoCanyon_rankscore	M-CAP_rankscore	MetaLR_rankscore	MetaSVM_rankscore	MutationAssessor_rankscore	REVEL_score	fathmm-MKL_coding_score	integrated_fitCons_rankscore	LoFtool	GERP_Rankscore	BPlabel
SLC12A2	NA	NA	NA	NA	39	0.2966	137.69897	10.8482	8.22062	14.8726	5.81918	5.93338	8.0045	7.62433	9.10162	6.63701	10.0073	20.3203	19.8766	9.3786	10.7404	13.4527	10.767	6.79164	11.8702	38.1753	19.7988	12.8381	10.6474	14.8188	11.0623	9.04646	17.0308	23.0653	25.7837	4.41262	27.5517	7.63253	3.42877	3.91261	2.79033	3.42694	1.67254	10.0975	43.7703	6.0034	27.3463	11.9241	3.62358	10.7423	17.7952	27.3151	46.6233	28.0857	4.57143	25.8165	15.6647	11.0681	10.9364	7.07009	0.483363	0.10339	0.804354974	0	0.804354974	0	0.523028217	3	NA	NA	NA	NA	-1.31	NA	0.0666667	0.0501253	0	0	0.074	NA	24	3	5.83357103	121	8.50821	25	5.30893	54	5.6135	0.999438622	5	105922	NA	NA	115.75595	1	0.638582647	1	1	NA	NA	NA	0.586745656	NA	NA	1.55135	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.476	NA	most likely
SLC14A2	0.157	0.408	0	NA	28	-0.1682	80.15490196	0.503245	0.358272	1.39574	0.209286	0.263448	0.338839	0.051335	0.0136593	0.0400254	0.0654163	0.0222018	0.0238911	0.0478029	0.0579508	0.0220055	0.0278267	0.0555304	0.0710127	0.00802375	0.00789821	0.223352	0.0428142	0.113287	0.0715198	0.0428407	0.0289536	0.033053	0.0715199	0.02912	0.0753762	0.0727311	0.0786886	0.0178205	0.224221	1.66793	0.0190877	0.196099	0.0755362	0.0475561	0.167647	0.0330687	0.0142143	0.0972405	0.169305	0.0540297	0.0999483	0.12052	0.131058	0.0352674	0.875173	0.236415	0.0418731	0.0480093	0.0411743	0.022419	0.500942495	0	0.395367293	0	0.500942495	3	NA	NA	NA	NA	0.28	NA	0	0	0	0	0.005	NA	248	24	3.79511105	208	9.6155	NA	NA	NA	NA	8.42741E-14	4	470112	NA	NA	6537.42463	1	0.177065939	1	0	NA	NA	4.5	NA	0	0.723851218	2.320421	NA	0.03498	0.31128	NA	NA	NA	NA	0.53929	0.20204	0.685	0.30011	most likely
SLC16A1	0.035	0.428	0.017	NA	19	0.2408	19.09691001	9.28669	24.4923	12.4444	21.0037	9.45586	9.16029	15.2809	11.7816	9.36427	15.3527	12.551	10.2159	10.0287	12.0548	15.9773	12.2781	9.3626	13.7421	20.8253	13.6685	8.10892	63.1642	42.4107	12.3111	11.9832	36.7454	32.1592	14.2095	15.2965	17.8741	21.4042	22.2207	30.4376	3.43104	2.28076	14.9237	6.87959	3.41187	20.2476	9.54433	11.6315	1.02441	7.60566	8.53049	12.1598	11.9302	9.39922	6.92507	14.2687	37.9799	5.28337	32.1195	9.94859	1.26279	0.020358	0.500028446	0	0	0	0.500028446	2	5	3	NA	NA	-0.07	NA	0	0.0494987	0	0	0.039	1	12	20	7.92021891	98	7.79645	38	4.68727	47	11.2839	0.826067878	15	45166	NA	NA	25.55771	1	0.788574338	0	0	NA	NA	NA	NA	NA	NA	0.852142	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.744	NA	probable
SLC22A7	NA	NA	NA	NA	148	-0.3138	13.52287875	0.0260052	0.0182035	0.0236993	0.0151108	0.0181375	0.0176445	0.0434055	0.103469	0.174146	0.260928	1.21154	1.3105	0.288589	0.221774	0.124079	0.223871	0.372938	0.204723	0.0754018	0.0814161	0.0229632	0	0.196669	0.0737051	0.0849647	0.0360613	0.0291372	0.0343655	0.0230437	0.0409375	0.0793024	0.0283905	0.153097	16.7694	5.04911	197.432	0.0223173	0.0145287	0.0078863	0.0488974	0.0768971	0.0186409	0.471998	0.136082	0.0530687	0.0704549	0.092502	0.115521	0.0274558	4.35115	0.0404771	0.0631485	0.0471413	0.021553	0.072329	0.50013257	0	0	0	0.50013257	2	4	2	NA	NA	-1.02	NA	0	0.000313381	0	0	0.001	NA	11	NA	3.64963493	3	7.58952	1	13.4627	NA	NA	3.71516E-06	1	9844	NA	NA	49.57694	NA	0.319299012	0	0	NA	NA	2.75	NA	0.994	0.997489137	0.810843	0.62366	0.50053	0.67628	0.31972	0.17071	0.53506	0.145	0.95617	0.3313	0.276	0.54382	probable
SLC2A4	NA	NA	NA	NA	1	NA	18.15490196	17.5638	18.4142	5.12207	1.71304	7.43732	11.3309	45.2276	1.8697	1.42316	1.99437	0.41145	0.64048	1.64528	1.14928	1.0454	0.666102	1.46207	1.96851	0.588399	1.93054	11.62	0.16155	0.187633	16.308	11.3937	95.4855	24.3045	122.668	6.54885	135.51	21.3428	42.7168	59.0967	1.8524	2.15448	1.46751	3.36644	5.09637	148.579	5.33187	4.3321	0.383898	6.68359	15.2732	4.01605	5.26926	4.20272	0.475975	6.5255	7.21154	8.02505	15.8862	6.57194	0.463607	0.008413	0.906644289	0	0.906644289	0	0.502838457	3	NA	NA	NA	NA	-0.18	NA	0	0.00252366	0	0	0.001	5	6	12	17.64906737	76	8.14338	20	5.76113	20	6.27245	0.135386793	3	6590	NA	NA	1219.29265	1	0.637993336	1	1	NA	NA	NA	NA	NA	NA	0.283007	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.812	NA	most likely
SLC5A1	0.294	0.469	0.22	NA	9	-0.229	17.52287875	0.0457978	0.0280329	0.022321	0.0347249	0.0428776	0.0396184	0.0155759	0.0615959	0.0956196	0.0292404	0.0618549	0.0804698	0.100399	0.0962955	0.043281	0.0749355	0.037888	0.0199596	0.0279019	0.0276035	0.863908	0.0219949	0.0276677	0.0525253	0.0825274	0.115831	6.3611	0.0341244	6.02458	0.036973	0.41317	24.0102	45.4234	0.208525	0.449648	1.04292	1.2947	23.0861	0.0397713	0.0717821	0.0408769	0.708332	1.81762	2.7208	22.1725	22.369	97.9083	2.90746	0.555405	6.14332	0.0561338	0.0486238	9.09265	0.0157813	0.27709	0.500151356	0	0	0	0.500151356	3	NA	NA	NA	NA	0.33	NA	0	0.00219711	0	0	0.011	NA	25	80	2.93433955	NA	NA	NA	NA	NA	NA	0.008031196	15	69997	NA	NA	415.36286	NA	0.684255004	0	0	NA	NA	NA	NA	0.954	0.991945995	3.697014	0.63451	0.38264	0.56159	0.62016	0.63282	0.74557	0.241	0.9548	0.92422	0.893	0.67293	most likely
SMAD3	0.302	0.781	0.66	NA	309	0.3921	116.39794	44.8826	35.2792	6.89811	40.2856	31.1718	28.9816	44.6904	9.59361	11.2174	14.7004	3.83935	5.92742	14.9928	13.3522	6.82444	5.84548	12.7243	11.6199	5.34198	6.31612	32.5896	58.8124	24.6468	59.9029	55.1629	21.4549	18.4686	22.4963	41.8174	21.7906	39.7777	19.2009	7.23434	15.9714	25.1893	10.3478	33.3874	20.1829	28.0971	30.0928	49.843	10.0176	23.4148	41.0998	28.8451	28.5797	28.2811	22.1204	16.5815	7.27596	58.2833	45.6627	50.2975	4.00493	NA	0.957427108	0.957427108	0.477894065	0	0	2	5	3	NA	NA	-0.34	NA	0	0.0225564	0	0	0.008	3	229	4381	10.52385559	382	11.3709	833	5.00713	382	17.447	0.868268313	3	131432	NA	NA	138.92944	NA	0.824708164	1	1	NA	NA	NA	NA	0.847	0.79559728	2.197697	0.09028	0.45458	0.18594	0.27434	0.30919	0.39704	0.202	0.33623	0.25195	0.631	0.12326	probable
SPR	NA	NA	NA	NA	66	0.3742	12	29.9601	39.4151	70.4288	43.589	31.4749	30.3147	41.5716	8.2075	10.3023	11.8168	2.60778	3.29068	11.8345	14.0726	9.1037	15.1405	14.583	8.00342	10.5165	13.3485	34.7834	34.2247	9.09961	30.3755	33.8786	41.8776	50.9418	38.9445	26.6139	42.5862	27.0093	29.1221	27.048	38.9481	45.7985	65.945	31.015	37.4704	30.4389	22.4663	21.8196	40.6589	18.1638	49.2828	14.0836	12.8663	32.957	15.5964	50.8272	16.97	41.4721	31.647	26.8901	1.5883	0.017943	0.503289776	0	0	0	0.503289776	2	5	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	3	NA	2.99256063	38	9.421005	9	5.22792	4	14.9221	0.000439257	4	4798	NA	NA	10.57923	1	0.207913831	0	0	NA	NA	NA	NA	NA	NA	0.959135	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.661	NA	probable
STAT5B	NA	NA	NA	NA	42	-0.4599	15.39794001	85.8995	64.4916	68.1193	66.989	70.1563	72.1459	87.6307	18.964	22.393	24.2264	106.46	96.5919	25.6561	27.0743	17.2378	42.0586	24.3041	21.3668	27.5306	22.7152	74.3785	30.0139	59.0072	113.338	110.075	89.3051	49.5902	67.1358	27.1224	63.9474	134.428	23.8782	14.1159	24.4597	30.8653	18.3302	72.5478	35.7168	51.8001	83.0245	129.233	16.5877	85.8141	62.4746	42.7904	47.9731	55.9302	81.0187	32.0433	44.0638	56.5388	155.542	66.2502	138.507	0.15282	0.51894556	0	0	0	0.51894556	2	5	3	NA	NA	-0.89	NA	NA	NA	NA	NA	NA	1	30	120	3.66240179	82	6.9087	39	10.2244	89	8.69614	0.99995316	2	77539	NA	NA	46.4952	1	0.839585781	0	0	NA	NA	NA	0.562696376	0.992	0.996926918	1.619865	0.61749	0.4628	0.52085	0.52021	0.51746	0.93071	0.307	0.91657	0.92422	0.689	0.38259	probable
STK39	NA	NA	NA	NA	17	0.4441	19.52287875	21.1677	20.471	4.39686	15.4285	13.772	20.7681	25.6436	20.4718	20.7356	20.9781	42.4841	28.8686	21.2791	32.7508	23.3161	22.4167	16.248	17.7552	63.4387	31.1986	17.3581	24.4184	0.312763	15.9227	12.4967	19.6293	20.5244	26.3843	37.0478	30.1495	10.9911	6.16837	7.95173	6.66694	7.93365	0.663081	10.2461	66.9089	1.8462	16.0793	8.93402	11.2451	33.9272	29.4894	12.7896	17.939	19.8297	10.0598	20.614	51.9819	11.2248	11.7057	30.3787	3.70251	0.0032924	0.930627006	0	0.930627006	0	0.561024494	NA	NA	NA	NA	NA	-0.34	173	NA	NA	NA	NA	NA	1	193	1020	7.79276302	866	7.06695	55	16.3084	179	8.48917	0.999462431	7	294121	NA	NA	4051.69126	NA	0.786468923	1	0	2.758373288	NA	3	0.362011679	1	0.99133285	5.252858	0.78387	0.74766	0.77481	0.93022	0.94022	0.88972	0.789	0.94139	0.28877	0.971	0.95888	probable
TAGLN	NA	NA	NA	NA	19	0.4368	12	831.7	534.228	162.261	6099.43	5769.82	7796.27	2325.67	18.0602	15.4799	23.0262	26.0706	32.2103	22.6881	14.5506	18.3869	24.3584	21.5045	25.111	44.7411	31.0514	713.769	165.295	9.85485	1357.59	1488.5	4545.44	1206.84	3790.58	257.74	4505.73	2937.24	287.439	48.9286	166.705	128.708	38.9466	538.497	184.709	48.2512	1097.55	554.214	44.8898	95.1329	1333.86	138.999	221.362	299.456	190.214	341.67	124.167	342.461	4181.27	784.79	17.2325	0.038199	0.524068153	0	0	0	0.524068153	2	5	2	NA	NA	-0.03	NA	0	0.000630716	0	0	0.01	NA	17	21	0	21	6.12255	63	11.0944	21	4.34781	0.24153768	4	5461	NA	NA	94.00915	NA	0.444217145	1	1	NA	NA	NA	NA	NA	NA	0.361397	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.312	NA	probable
TAS2R3	NA	NA	NA	NA	163	0.6295	11.09691001	0.118822	0.0661106	0.056772	0.0937904	0.0988329	0.0997471	0.157665	0.0298676	0.0602756	0.0718365	0.345527	0.768071	0.10667	0.0855595	0.0326105	0.0383925	0.0987477	0.0499495	0	0	0.155825	0.209312	0.234284	0.29784	0.283909	0.125786	0.0957339	0.17264	0.100239	0.138041	0.291871	0.0452431	0	0	0.11457	0	0.0936672	0.221724	0.0467318	0.43487	0.396353	0.0995484	0.143327	0.0982447	0.314248	0.298663	0.186279	0.0619477	0.0777029	0.140474	0.232137	0.2956	0.235673	0	NA	0.501544549	0	0	0	0.501544549	NA	NA	NA	NA	NA	0.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.98266541	NA	NA	NA	NA	NA	NA	0.000144124	0	1100	NA	NA	30.58676	NA	0.123297259	0	0	NA	0.00099281	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	least likely
TAS2R38	NA	NA	NA	NA	16	-0.2699	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0226736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0299292	0	0	0	0	0.159247	0	0	0.0980923	0	0	0	0	NA	0	0	0	0	0	NA	NA	NA	NA	NA	1.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.98266541	NA	NA	NA	NA	NA	NA	0.065390402	2	1142	NA	NA	1623.12511	NA	0.123297259	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	least likely
TAS2R4	NA	NA	NA	NA	118	0.3182	6.22184875	0.787251	0.569794	0.58017	0.739127	0.788946	0.669739	1.31577	1.17634	1.63671	2.08859	10.5069	9.103	2.09274	2.19046	1.23234	1.68565	2.73773	1.45905	1.30855	0.813402	0.952446	0.88789	1.15568	1.31844	2.283	1.12216	1.06101	1.12428	0.896043	0.992445	1.80017	0.342841	0.220186	0.540311	2.17314	0.330379	0.862334	1.26698	0.270012	2.8299	2.99929	0.63049	2.46628	1.37561	1.5755	1.51957	1.45902	1.65547	0.812316	1.34866	2.19815	2.24898	1.45356	0.0834559	NA	0.501544842	0	0	0	0.501544842	NA	NA	NA	NA	NA	1.42	NA	0	0	0	0	0	NA	NA	NA	2.96764242	NA	NA	NA	NA	NA	NA	0.04973845	0	993	NA	NA	802.33751	NA	0.146139458	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	least likely
TAS2R60	NA	NA	NA	NA	272	-0.4045	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.044503	0	0	0	0	0.038245	0	0	0.0466241	0.119896	0.0335914	0.0446952	0	0	0	0	0	0.0712742	NA	0.501544564	0	0	0	0.501544564	NA	NA	NA	NA	NA	0.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.98266541	2	9.03776	NA	NA	NA	NA	6.3004E-06	9	956	NA	NA	305.63901	NA	0.111908376	0	0	NA	0.031401	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	least likely
TBC1D3G	NA	NA	NA	NA	187	-0.6705	NA	0	0	0	0	0	0	0.0144284	0	0	0	0.0222069	0.0244401	0	0	0	0	0.00345211	0	0	0	0	0	0	0	0	0	0	0	0.01307	0	0.0174205	0	0	0	0	0	0.0156202	0	0	0	0.0178344	0	0.0174889	0.020234	0.0166128	0.0198266	0	0.0146737	0	0.0916003	0	0	0.0154947	0	NA	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0.490002147	NA	62168	NA	NA	3.16493	NA	0.186891869	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	least likely
TCF7L2	NA	NA	NA	NA	33	0.1975	694.5228787	33.8583	21.6798	8.58968	29.9993	26.0756	38.7564	17.7624	4.22441	5.43575	4.76387	3.67581	4.91579	6.31733	6.44994	3.29582	6.18575	5.8164	3.90552	3.81651	4.13795	30.105	16.4219	0.415223	30.1275	28.9368	20.7627	21.4852	14.8619	9.43476	13.303	27.9801	6.37634	3.24948	5.36198	9.4316	9.70064	18.9235	14.1676	3.25418	24.4073	29.4077	4.94085	11.8595	17.0858	15.3764	19.3807	17.21	19.4921	12.9237	10.181	19.6289	36.3923	17.6993	2.25439	0.015145	0.506614052	0	0	0	0.506614052	NA	NA	NA	NA	NA	-0.22	37	NA	NA	NA	NA	NA	1	149	2592	6.56033859	587	9.9026	243	9.91712	350	6.12991	0.989605029	9	217428	NA	NA	1070.45038	1	0.824708164	0	0	NA	NA	2	0.631763029	0.037	NA	2.096851	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.207	NA	probable
TERT	NA	NA	NA	NA	30	0.9415	162.2218487	0	0	0	0	0	0	0	0.0125066	0.0286955	0.594192	0	0	0.122704	0.09044	0.00895935	0.038343	0.446126	0.294849	0	0.15114	0	0	0.366475	0.0130007	0	0	0.52743	0	0.158567	0	0.0298888	0	0	0	0	0	0.0193566	0.0625709	0	0	0	0	0.0112421	0.0144912	0.0952573	0.0884067	0.730208	0.436595	0.149321	2.72336	0	0	0.0233691	0.0445205	0.18699	0.505833794	0	0	0	0.505833794	2	5	3	NA	NA	NA	NA	0	0	0	0	0	13	42	NA	14.05338892	48	10.2605	NA	NA	NA	NA	0.866151189	NA	41922	NA	NA	56.37626	NA	0.693340123	0	0	NA	NA	NA	NA	0.42	0.411512991	0.453134	0.0102	0.74766	0.89012	0.90013	0.80857	0.31408	0.117	0.02999	0.99359	0.847	0.02527	probable
TET2	0.209	0.638	0.202	NA	73	0.2077	38.69897	4.84248	4.7575	2.83893	5.67384	5.43424	4.93183	4.38585	1.29485	1.12825	1.48458	1.78602	2.07784	1.44072	1.3702	1.41333	1.89629	1.48209	1.1899	2.72873	1.59912	5.40531	4.55086	12.2708	10.7903	9.21188	4.47345	4.16426	4.76225	7.75121	4.31222	8.60392	2.33576	1.18979	2.20424	2.32143	1.37343	8.32438	6.63545	1.93328	8.73996	6.54393	1.55836	7.25045	5.65195	10.2479	10.2025	5.52099	7.93909	2.79832	1.54232	6.332	9.35487	10.4389	7.94655	0.0049663	0.894080968	0.894080968	0	0	0.50103283	2	5	2	NA	NA	1.97	NA	0	0.00442198	0	0	0.008	1	41	156	0	284	9.82427	62	54.0937	214	10.532	7.05368E-26	NA	133941	NA	NA	3646.95795	NA	0.123297259	0	0	16.05457623	NA	0	NA	0.03	NA	1.624002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	probable
TEX22	NA	NA	NA	NA	25	0.1705	9.698970004	0.462078	0.283459	0.152138	0.248352	0.329096	0.202917	0.352895	0.507414	0.540781	0.526059	1.1158	1.2913	0.601971	0.513906	0.52084	0.431087	0.525602	0.425854	0.634736	0.443127	0.577953	0.529175	0.670666	0.71527	1.0301	0.287592	0.321997	0.273388	0.263911	0.240481	0.983578	0.170174	0.107199	0.292548	0.97408	0.0869152	0.472754	0.539514	0.112094	2.12801	1.62065	0.271544	0.407209	1.12121	0.305733	0.352976	0.612178	1.39539	0.370102	17.4274	0.923465	0.72757	0.481657	0.389506	NA	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	10.116245	NA	NA	1	11.2262	NA	NA	51527	NA	NA	126.47135	1	NA	0	0	NA	NA	NA	NA	NA	NA	0.341754	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	least likely
TGFB1	0.067	0.048	0.013	NA	1	-0.3708	26	71.9027	66.1736	40.4581	192.604	127.281	113.889	90.7788	9.29795	7.94432	9.10924	4.0366	6.11531	9.2262	6.55825	7.77287	12.968	8.91671	8.11963	19.2623	14.5204	47.1118	131.659	155.283	110.383	125.319	57.055	37.5952	51.6815	59.952	46.5464	58.8729	30.3669	11.4753	32.4722	46.6335	8.99936	133.846	29.0244	5.5196	51.9559	33.9415	8.231	33.8618	60.9902	41.9809	49.7143	57.757	156.104	22.2231	17.7424	45.9335	101.396	87.7446	306.449	NA	0.731960198	0	0.731960198	0	0.51604135	3	NA	NA	NA	NA	-0.12	NA	0.347826	0.0451128	0	0	0.11	4	43	168	13.82529558	158	10.0243	145	8.74296	103	11.7876	0.354132528	5	52324	NA	NA	472.6638	1	0.831385493	1	0	NA	NA	3.25	NA	0.578	0.422213035	1.065279	0.00803	0.06668	0.03245	0.08407	0.28547	0.00749	0.102	0.0025	0.19182	0.848	0.04397	most likely
TGFBR3	NA	NA	NA	NA	61	0.2327	27.22184875	92.9254	50.1943	33.1008	18.6082	29.8573	29.8654	77.9474	2.82918	2.76964	3.77335	1.00512	1.37933	2.7297	2.88172	2.3629	2.48283	2.6152	3.28368	2.46213	2.21769	72.5455	28.798	1.05597	86.7554	82.8026	44.8951	21.2279	68.3658	12.6175	63.417	86.4257	12.202	5.20698	12.0969	9.21455	5.20517	45.8733	21.2438	7.51509	47.9908	112.995	6.098	11.3497	21.1532	27.9323	35.3091	23.3115	35.3945	11.0622	9.28207	24.4797	64.95	41.7755	1.06181	0.029489	0.957427108	0.957427108	0.395367293	0	0.503251347	2	5	3	NA	NA	0.18	NA	0	0.0164038	0	0	0.019	1	188	360	7.91602311	1177	7.78828	178	9.41659	465	6.86894	0.011054798	21	225990	NA	NA	1518.25778	1	0.679628551	0	0	NA	NA	2.5	NA	1	0.997296435	3.968116	0.7677	0.25176	0.46211	0.15726	0.4609	0.13296	0.189	0.98867	0.92422	0.918	0.93663	probable
THBS2	NA	NA	NA	NA	86	-0.6402	5.096910013	70.1645	55.9654	9.92719	511.217	430.704	135.553	47.9221	8.14818	4.44073	9.00323	2.03887	2.36414	4.75613	5.31735	9.45768	8.90733	5.21338	9.9882	13.4503	11.3161	60.1172	92.9291	0.321486	134.342	112.011	32.7896	14.3059	17.3631	12.3211	13.6257	66.0365	30.779	6.35695	5.32661	7.93509	3.44507	30.2939	12.2982	1.68196	54.3133	70.6696	2.9896	12.0492	13.8776	58.7836	65.6045	10.7644	4.22382	3.00204	4.40311	34.0078	93.6031	53.5101	0.183038	0.044718	0.507487278	0	0.477735479	0	0.507487278	1	NA	NA	NA	NA	-0.47	NA	0.027027	0.0031348	0	0	0.01	10	124	63	2.97531153	53	10.5098	37	12.3452	19	4.76955	0.245000803	22	38264	NA	NA	378.07788	1	0.603037536	1	1	NA	NA	NA	0.520505736	NA	NA	0.680177	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.987	NA	probable
TMCO6	0.02	0.388	0	NA	400	-0.4406	20.15490196	15.1976	16.4435	20.0687	9.78986	11.4099	9.32041	15.7297	3.09361	3.10771	3.62273	17.3103	17.9073	4.77783	4.20043	3.71518	4.97193	3.78695	3.1474	8.13763	4.0945	17.7367	15.7409	17.3454	19.9061	23.6869	11.5485	12.1627	12.314	15.35	11.5931	21.5988	3.95025	2.57756	6.79405	14.769	15.0274	13.5969	18.0126	3.41237	23.4285	26.4364	7.33689	14.0308	16.0817	12.581	11.904	14.0753	22.5643	10.772	30.9423	20.3367	20.2603	19.0076	8.70478	0.02242	0	0	0	0	0	1	NA	NA	NA	NA	-0.05	NA	NA	NA	NA	NA	NA	NA	6	1	1.9977004	41	12.1361	19	29.4289	19	9.02497	8.14596E-06	4	5981	NA	NA	1053.74919	1	0.288511723	0	0	NA	NA	NA	NA	NA	NA	0.967212	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	probable
TNFSF12	0.286	0.478	0	NA	1	NA	15.39794001	94.2897	72.5422	39.4418	173.141	152.204	157.203	99.4679	42.2885	51.1053	35.6925	63.403	60.0123	52.5599	56.6973	31.2612	31.4291	37.222	30.3298	27.0095	31.0027	73.7629	31.997	14.0279	99.8782	95.6853	134.789	52.4481	138.138	19.2412	139.111	102.421	36.4719	21.5386	30.684	29.2825	11.6694	88.1064	31.1115	12.1885	109.202	93.3647	16.2521	29.5908	72.8764	25.5903	33.1944	47.1323	72.7248	32.2978	12.5914	54.5057	101.638	60.0714	26.4857	0.028107	0.5029968	0	0	0	0.5029968	NA	NA	NA	NA	NA	-0.21	200	NA	NA	NA	NA	NA	1	17	62	4.93672721	127	6.67789	74	6.29543	28	7.39899	0.997954015	3	12717	NA	NA	NA	1	0.30187729	0	0	NA	NA	NA	NA	0.973	0.996713143	3.710101	0.67705	0.74766	0.55864	0.6751	0.57747	0.20218	0.22	0.74692	0.87236	0.419	0.7172	probable
